ContigID	genes	VPFs	Pfams	Length	clusterID
haib18CEM5453_HNHKFCCXY_SL345969_NODE_60_length_12779_cov_7.87755	15	7	2	12779	62
haib18CEM5453_HNHKFCCXY_SL345970_NODE_104_length_8522_cov_6.96504	8	5	1	8522	62
haib18CEM5453_HNHKFCCXY_SL345971_NODE_8_length_17433_cov_21.2338	20	9	3	17433	62
haib18CEM5453_HNHKFCCXY_SL345973_NODE_7_length_14808_cov_12.2684	15	7	3	14808	62
haib18CEM5453_HNHKFCCXY_SL345975_NODE_33_length_17391_cov_10.3548	20	9	3	17391	62
haib18CEM5453_HNHKFCCXY_SL345976_NODE_72_length_10164_cov_12.0024	12	5	2	10164	62
haib18CEM5453_HNHKFCCXY_SL345981_NODE_79_length_17361_cov_35.7662	20	9	3	17361	62
haib18CEM5453_HNHKFCCXY_SL345982_NODE_104_length_17411_cov_29.5944	20	9	3	17411	62
haib18CEM5453_HNHKFCCXY_SL345983_NODE_4_length_17343_cov_9.88877	20	9	3	17343	62
haib18CEM5453_HNHKFCCXY_SL345984_NODE_121_length_9872_cov_10.72	10	6	1	9872	62
haib18CEM5453_HNHKFCCXY_SL345985_NODE_40_length_11303_cov_5.89678	12	7	1	11303	62
haib18CEM5453_HNHKFCCXY_SL345986_NODE_449_length_9172_cov_8.17615	12	5	2	9172	62
haib18CEM5453_HNHKFCCXY_SL345986_NODE_547_length_8023_cov_9.37236	9	5	1	8023	62
haib18CEM5453_HNHKFCCXY_SL345988_NODE_68_length_17435_cov_12.1097	20	9	3	17435	62
haib18CEM5453_HNHKFCCXY_SL345989_NODE_12_length_17439_cov_43.8906	22	9	3	17439	62
haib18CEM5453_HNHKFCCXY_SL345995_NODE_38_length_13619_cov_33.2047	15	7	2	13619	62
haib18CEM5453_HNHKFCCXY_SL345997_NODE_99_length_8287_cov_13.1325	9	5	1	8287	62
haib18CEM5453_HNHKFCCXY_SL346087_NODE_312_length_7230_cov_7.89463	7	5	1	7230	62
haib18CEM5453_HNHKFCCXY_SL346094_NODE_151_length_9744_cov_7.32201	10	7	1	9744	62
haib18CEM5453_HNHKFCCXY_SL346095_NODE_30_length_15286_cov_7.04366	16	8	3	15286	62
haib17CEM4890_HKC32ALXX_SL254698_NODE_1_length_104563_cov_9.3069	107	74	6	104563	63
haib17CEM4890_HKC32ALXX_SL254698_NODE_182_length_15518_cov_9.905	20	15	0	15518	63
haib18CEM5453_HNHKFCCXY_SL346118_NODE_119_length_12585_cov_7.44653	12	12	0	12585	64
haib18CEM5332_HMCMJCCXY_SL335739_NODE_8_length_6800_cov_24.851	10	3	0	6800	66
haib18CEM5332_HMCMJCCXY_SL335740_NODE_250_length_15076_cov_53.5234	24	6	0	15076	66
haib17CEM4890_HKC32ALXX_SL254760_NODE_381_length_8321_cov_5.08747	10	9	0	8321	67
haib17CEM5080_H7VL7CCXY_SL267266_NODE_75_length_39535_cov_12.1124	55	36	5	39535	67
haib17CEM5106_HCCGHCCXY_SL270315_NODE_150_length_55681_cov_8.81519	65	36	17	55681	67
haib17CEM5106_HCV72CCXY_SL269808_NODE_266_length_21224_cov_13.0573	22	21	0	21224	67
haib17CEM5106_HCVMTCCXY_SL269616_NODE_294_length_22996_cov_7.01909	32	22	3	22996	67
haib17CEM5106_HCVMTCCXY_SL269617_NODE_448_length_16073_cov_7.79623	23	11	5	16073	67
haib17CEM5106_HCVMTCCXY_SL269617_NODE_487_length_14302_cov_8.77799	21	15	2	14302	67
haib17CEM5106_HCVMTCCXY_SL269617_NODE_528_length_12778_cov_7.27391	11	10	0	12778	67
haib17CEM5106_HCY5HCCXY_SL271138_NODE_255_length_25244_cov_7.04296	36	21	6	25244	67
haib17CEM5106_HCY5HCCXY_SL271138_NODE_357_length_19235_cov_7.09776	21	16	4	19235	67
haib17CEM5106_HCY5JCCXY_SL269616_NODE_277_length_19252_cov_7.7697	27	16	3	19252	67
haib17CEM5106_HCY5JCCXY_SL269616_NODE_296_length_16964_cov_7.9217	18	17	0	16964	67
haib17CEM5106_HCY5JCCXY_SL269617_NODE_195_length_39263_cov_9.38507	50	35	5	39263	67
haib17DB4959_H3MGVCCXY_SL259953_NODE_1221_length_6556_cov_6.31457	6	6	0	6556	67
haib17DB4959_H3MGVCCXY_SL259953_NODE_1719_length_5145_cov_5.25599	7	4	0	5145	67
haib18CEM5453_HMGW3CCXY_SL342290_NODE_509_length_7264_cov_9.24608	13	5	1	7264	67
haib18CEM5453_HMGW3CCXY_SL342290_NODE_569_length_6954_cov_10.3289	7	7	0	6954	67
haib18CEM5453_HMGW3CCXY_SL342290_NODE_772_length_6040_cov_9.07485	7	5	0	6040	67
haib18CEM5526_HMGW3CCXY_SL342621_NODE_39_length_11251_cov_18.1351	13	11	0	11251	67
haib18CEM5526_HMGW3CCXY_SL342621_NODE_418_length_6100_cov_17.2405	13	5	3	6100	67
haib18CEM5526_HMGW3CCXY_SL342623_NODE_480_length_5736_cov_22.7979	14	5	3	5736	67
haib18CEM5526_HMGW3CCXY_SL342623_NODE_521_length_5571_cov_23.0259	10	8	0	5571	67
haib17CEM5080_H7VL7CCXY_SL267266_NODE_20_length_61283_cov_10.6478	108	57	6	61283	68
haib17CEM5080_H7VL7CCXY_SL267267_NODE_117_length_100855_cov_181.585	151	61	21	100855	68
haib17CEM5106_HCCGHCCXY_SL270259_NODE_76_length_118435_cov_13.5203	145	59	45	118435	68
haib17CEM5106_HCCGHCCXY_SL270315_NODE_112_length_82704_cov_8.10686	117	57	23	82704	68
haib17CEM5106_HCCGHCCXY_SL270469_NODE_77_length_118435_cov_17.8156	145	59	45	118435	68
haib17CEM5106_HCCGHCCXY_SL270470_NODE_80_length_118435_cov_9.19167	145	59	45	118435	68
haib17CEM5106_HCCGHCCXY_SL270510_NODE_110_length_145959_cov_679.277	175	63	60	145959	68
haib17CEM5106_HCCGHCCXY_SL270511_NODE_110_length_145959_cov_669.835	175	63	60	145959	68
haib17CEM5106_HCV72CCXY_SL269808_NODE_83_length_118435_cov_11.3829	145	59	45	118435	68
haib17CEM5106_HCVMTCCXY_SL269616_NODE_266_length_25658_cov_6.28512	46	24	9	25658	68
haib17CEM5106_HCVMTCCXY_SL269616_NODE_483_length_12406_cov_6.89936	26	15	1	12406	68
haib17CEM5106_HCVMTCCXY_SL269616_NODE_484_length_12377_cov_6.59341	18	12	0	12377	68
haib17CEM5106_HCVMTCCXY_SL269617_NODE_259_length_30402_cov_8.13741	61	36	3	30402	68
haib17CEM5106_HCVMTCCXY_SL269617_NODE_716_length_7815_cov_8.5616	8	5	1	7815	68
haib17CEM5106_HCY5HCCXY_SL270995_NODE_80_length_118435_cov_17.3898	145	59	45	118435	68
haib17CEM5106_HCY5HCCXY_SL270996_NODE_66_length_145959_cov_18.7086	175	63	60	145959	68
haib17CEM5106_HCY5HCCXY_SL271131_NODE_80_length_118435_cov_15.1146	145	59	45	118435	68
haib17CEM5106_HCY5HCCXY_SL271132_NODE_75_length_118435_cov_20.8429	145	59	45	118435	68
haib17CEM5106_HCY5HCCXY_SL271138_NODE_399_length_17738_cov_6.26325	34	18	2	17738	68
haib17CEM5106_HCY5HCCXY_SL271138_NODE_647_length_12221_cov_6.36914	17	11	0	12221	68
haib17CEM5106_HCY5JCCXY_SL269616_NODE_122_length_56940_cov_9.60313	96	56	8	56940	68
haib17CEM5106_HCY5JCCXY_SL269616_NODE_425_length_10154_cov_10.4637	17	5	3	10154	68
haib17CEM5106_HCY5JCCXY_SL269617_NODE_130_length_56450_cov_11.2243	95	56	7	56450	68
haib17DB4959_H3MGVCCXY_SL259929_NODE_36_length_145959_cov_111.273	175	63	60	145959	68
haib17DB4959_H3MGVCCXY_SL259941_NODE_31_length_145959_cov_34.4026	175	63	60	145959	68
haib17DB4959_H3MGVCCXY_SL259963_NODE_54_length_135656_cov_108.56	165	63	52	135656	68
haib17DB4959_H3MGVCCXY_SL259983_NODE_70_length_145959_cov_41.6155	175	63	60	145959	68
haib18CEM5453_HMGW3CCXY_SL342290_NODE_114_length_12487_cov_9.62806	28	18	2	12487	68
haib18CEM5453_HMGW3CCXY_SL342290_NODE_230_length_9838_cov_8.88122	21	11	1	9838	68
haib18CEM5453_HMGW3CCXY_SL342290_NODE_922_length_5511_cov_9.03996	9	7	0	5511	68
haib18CEM5526_HMGTJCCXY_SL342622_NODE_35_length_145959_cov_63.3298	190	63	33	145959	68
haib18CEM5526_HMGW3CCXY_SL342621_NODE_399_length_6205_cov_12.807	11	7	0	6205	68
haib18CEM5526_HMGW3CCXY_SL342621_NODE_515_length_5557_cov_10.7007	13	7	0	5557	68
haib18CEM5526_HMGW3CCXY_SL342622_NODE_22_length_91064_cov_63.0843	110	32	20	91064	68
haib18CEM5526_HMGW3CCXY_SL342622_NODE_93_length_27426_cov_54.2697	47	28	2	27426	68
haib18CEM5526_HMGW3CCXY_SL342623_NODE_281_length_6768_cov_15.2736	16	7	1	6768	68
haib18CEM5526_HMGW3CCXY_SL342623_NODE_558_length_5442_cov_16.651	8	6	0	5442	68
haib17CEM4890_H2NYMCCXY_SL254791_NODE_235_length_8901_cov_5.04737	14	10	1	8901	69
haib17CEM4890_H2NYMCCXY_SL254791_NODE_353_length_5506_cov_4.55678	9	5	0	5506	69
haib17CEM4890_H2NYMCCXY_SL254795_NODE_1055_length_21607_cov_89.2791	22	14	7	21607	69
haib17CEM4890_H2NYMCCXY_SL254808_NODE_15_length_83345_cov_224.094	98	43	16	83345	69
haib17CEM5106_HCV72CCXY_SL269756_NODE_132_length_15000_cov_5.20582	15	9	4	15000	69
haib17CEM5106_HCV72CCXY_SL269756_NODE_315_length_8517_cov_5.65859	12	10	2	8517	69
haib18CEM5332_HK7G5CCXY_SL310978_NODE_619_length_7129_cov_4.43328	11	7	4	7129	69
haib18CEM5332_HMCMJCCXY_SL335685_NODE_79_length_6303_cov_4.23592	7	3	0	6303	69
haib18CEM5332_HMCMJCCXY_SL335693_NODE_33_length_6643_cov_3.76275	7	3	0	6643	69
haib18CEM5332_HMCMJCCXY_SL335736_NODE_42_length_30272_cov_9.96363	34	20	6	30272	69
haib18CEM5332_HMCMJCCXY_SL335743_NODE_125_length_13445_cov_7.12031	17	11	4	13445	69
haib18CEM5332_HMCMJCCXY_SL335743_NODE_39_length_27805_cov_6.5249	38	12	4	27805	69
haib18CEM5332_HMCMJCCXY_SL335745_NODE_19_length_32458_cov_8.0912	40	20	7	32458	69
haib18CEM5332_HMCMJCCXY_SL335746_NODE_160_length_11572_cov_7.38604	11	6	1	11572	69
haib18CEM5332_HMCMJCCXY_SL335763_NODE_326_length_5089_cov_6.20183	8	7	1	5089	69
haib18CEM5332_HMCMJCCXY_SL335763_NODE_83_length_14534_cov_5.83963	13	9	1	14534	69
haib18CEM5332_HMCMJCCXY_SL335764_NODE_20_length_25279_cov_7.20167	27	9	7	25279	69
haib18CEM5332_HMCMJCCXY_SL335764_NODE_204_length_7883_cov_5.84568	9	7	0	7883	69
haib18CEM5332_HMCMJCCXY_SL335769_NODE_164_length_9679_cov_5.24584	9	6	0	9679	69
haib18CEM5332_HMCMJCCXY_SL335769_NODE_270_length_6002_cov_5.62553	8	7	0	6002	69
haib18CEM5453_HMC2KCCXY_SL336564_NODE_656_length_9340_cov_7.00043	7	4	0	9340	70
haib18CEM5453_HMC2KCCXY_SL336688_NODE_314_length_6588_cov_33.4992	11	6	0	6588	70
haib18CEM5453_HMC2KCCXY_SL336689_NODE_123_length_11067_cov_43.4274	13	8	0	11067	70
haib18CEM5453_HMC2KCCXY_SL336692_NODE_137_length_22833_cov_45.5074	29	17	0	22833	70
haib18CEM5453_HMC2KCCXY_SL336693_NODE_66_length_20700_cov_17.3966	24	15	0	20700	70
haib18CEM5453_HMC2KCCXY_SL336694_NODE_489_length_9058_cov_8.28646	16	9	0	9058	70
haib18CEM5453_HMC2KCCXY_SL336694_NODE_631_length_7471_cov_8.30434	4	3	0	7471	70
haib18CEM5453_HMC2KCCXY_SL336696_NODE_494_length_5322_cov_33.4426	7	6	0	5322	70
haib18CEM5453_HMC2KCCXY_SL336697_NODE_560_length_8967_cov_59.7629	4	3	0	8967	70
haib18CEM5453_HMC2KCCXY_SL336697_NODE_635_length_8229_cov_57.7962	13	9	0	8229	70
haib18CEM5453_HMC2KCCXY_SL336698_NODE_221_length_12735_cov_36.5386	19	10	0	12735	70
haib18CEM5453_HMC2KCCXY_SL336699_NODE_514_length_9615_cov_52.1965	5	3	0	9615	70
haib18CEM5453_HMC2KCCXY_SL336699_NODE_564_length_8779_cov_54.0766	16	9	0	8779	70
haib18CEM5453_HMC2KCCXY_SL336700_NODE_46_length_25165_cov_16.7799	40	18	0	25165	70
haib18CEM5453_HMC2KCCXY_SL336701_NODE_238_length_15833_cov_7.95918	18	10	0	15833	70
haib18CEM5453_HMC2KCCXY_SL336702_NODE_440_length_9182_cov_9.56667	8	4	0	9182	70
haib18CEM5453_HMC2KCCXY_SL336702_NODE_665_length_6932_cov_10.596	11	4	0	6932	70
haib18CEM5453_HMC2KCCXY_SL336709_NODE_83_length_15330_cov_7.04766	19	10	0	15330	70
haib18CEM5453_HMC2KCCXY_SL336715_NODE_156_length_16904_cov_23.8558	19	12	0	16904	70
haib18CEM5453_HMC2KCCXY_SL336745_NODE_96_length_23155_cov_10.952	29	16	0	23155	70
haib18CEM5453_HMC2KCCXY_SL336751_NODE_481_length_5394_cov_7.38809	8	7	0	5394	70
haib18CEM5453_HMC2KCCXY_SL336752_NODE_124_length_5428_cov_9.44631	8	7	0	5428	70
haib18CEM5453_HMC2KCCXY_SL336754_NODE_130_length_16584_cov_17.6859	17	12	0	16584	70
haib18CEM5453_HMC2KCCXY_SL336754_NODE_769_length_5188_cov_15.1222	12	4	0	5188	70
haib18CEM5453_HMC2KCCXY_SL336755_NODE_135_length_19747_cov_16.9381	27	13	0	19747	70
haib18CEM5453_HMC2KCCXY_SL336764_NODE_88_length_27632_cov_32.3404	42	20	0	27632	70
haib18CEM5453_HMC2KCCXY_SL336768_NODE_687_length_7380_cov_9.02703	6	3	0	7380	70
haib18CEM5453_HMC2KCCXY_SL336768_NODE_751_length_6713_cov_8.66612	11	7	0	6713	70
haib18CEM5453_HMC2KCCXY_SL336772_NODE_240_length_19963_cov_12.0033	22	13	0	19963	70
haib18CEM5453_HMC2KCCXY_SL336776_NODE_230_length_19292_cov_11.4221	23	12	0	19292	70
haib18CEM5453_HMC2KCCXY_SL336778_NODE_196_length_17796_cov_13.4344	19	13	0	17796	70
haib18CEM5453_HMC2KCCXY_SL336778_NODE_934_length_5103_cov_12.2639	12	3	0	5103	70
haib18CEM5453_HMC2KCCXY_SL336779_NODE_115_length_17141_cov_18.7116	17	12	0	17141	70
haib18CEM5453_HMC2KCCXY_SL336779_NODE_535_length_6159_cov_17.2724	14	4	0	6159	70
haib18CEM5453_HMC2KCCXY_SL336780_NODE_918_length_5886_cov_2080.4	7	3	0	5886	70
haib18CEM5453_HMC2KCCXY_SL336780_NODE_971_length_5605_cov_15.0969	8	7	0	5605	70
haib17CEM5106_HCY5HCCXY_SL270974_NODE_552_length_11835_cov_4.78073	4	4	0	11835	71
haib17CEM5106_HCY5JCCXY_SL269595_NODE_516_length_9235_cov_6.20458	10	6	3	9235	71
haib17CEM4890_HKC32ALXX_SL254760_NODE_587_length_6953_cov_6.16903	10	6	1	6953	73
haib17CEM4890_HKC32ALXX_SL254760_NODE_888_length_5782_cov_6.17042	8	6	1	5782	73
haib17CEM5080_H7VL7CCXY_SL267266_NODE_1348_length_7362_cov_13.7854	11	7	2	7362	73
haib17CEM5080_H7VL7CCXY_SL267266_NODE_1537_length_6136_cov_13.4113	11	8	1	6136	73
haib17CEM5080_H7VL7CCXY_SL267267_NODE_873_length_17381_cov_224.295	24	17	3	17381	73
haib17CEM5106_HCCGHCCXY_SL270259_NODE_256_length_17381_cov_17.8365	22	16	2	17381	73
haib17CEM5106_HCCGHCCXY_SL270315_NODE_316_length_17381_cov_9.97085	22	16	2	17381	73
haib17CEM5106_HCCGHCCXY_SL270469_NODE_246_length_17381_cov_20.7807	22	16	2	17381	73
haib17CEM5106_HCCGHCCXY_SL270470_NODE_277_length_17381_cov_10.6564	22	16	2	17381	73
haib17CEM5106_HCCGHCCXY_SL270510_NODE_576_length_17381_cov_803.968	22	16	2	17381	73
haib17CEM5106_HCCGHCCXY_SL270511_NODE_585_length_17381_cov_772.883	22	16	2	17381	73
haib17CEM5106_HCV72CCXY_SL269808_NODE_287_length_17381_cov_14.2766	22	16	2	17381	73
haib17CEM5106_HCVMTCCXY_SL269616_NODE_601_length_9493_cov_8.94565	13	10	1	9493	73
haib17CEM5106_HCVMTCCXY_SL269616_NODE_729_length_7362_cov_9.66429	10	7	1	7362	73
haib17CEM5106_HCVMTCCXY_SL269617_NODE_414_length_17381_cov_11.9859	22	16	2	17381	73
haib17CEM5106_HCY5HCCXY_SL270995_NODE_256_length_17381_cov_22.8105	22	16	2	17381	73
haib17CEM5106_HCY5HCCXY_SL270996_NODE_265_length_17381_cov_23.0709	22	16	2	17381	73
haib17CEM5106_HCY5HCCXY_SL271131_NODE_275_length_17381_cov_20.5141	22	16	2	17381	73
haib17CEM5106_HCY5HCCXY_SL271132_NODE_272_length_17381_cov_27.2121	22	16	2	17381	73
haib17CEM5106_HCY5HCCXY_SL271138_NODE_1045_length_7324_cov_6.97826	10	7	1	7324	73
haib17CEM5106_HCY5JCCXY_SL269616_NODE_292_length_17381_cov_16.0937	22	16	2	17381	73
haib17CEM5106_HCY5JCCXY_SL269617_NODE_377_length_17381_cov_17.7759	22	16	2	17381	73
haib17DB4959_H3MGVCCXY_SL259929_NODE_171_length_17381_cov_64.0573	22	16	2	17381	73
haib17DB4959_H3MGVCCXY_SL259941_NODE_251_length_17381_cov_20.63	22	16	2	17381	73
haib17DB4959_H3MGVCCXY_SL259963_NODE_219_length_17381_cov_32.3556	22	16	2	17381	73
haib17DB4959_H3MGVCCXY_SL259983_NODE_250_length_17381_cov_57.3115	22	16	2	17381	73
haib18CEM5526_HMGTJCCXY_SL342622_NODE_166_length_17381_cov_43.1396	24	17	3	17381	73
haib18CEM5526_HMGW3CCXY_SL342621_NODE_628_length_5178_cov_9.61253	8	5	1	5178	73
haib18CEM5526_HMGW3CCXY_SL342622_NODE_569_length_6908_cov_38.2091	11	8	1	6908	73
haib17DB4959_H3MGVCCXY_SL259922_NODE_6_length_49249_cov_19.613	72	43	7	49249	74
haib17DB4959_H3MGVCCXY_SL259923_NODE_56_length_44332_cov_21.9285	65	38	6	44332	74
haib17DB4959_H3MGVCCXY_SL259930_NODE_1_length_42817_cov_10.265	61	36	6	42817	74
haib17DB4959_H3MGVCCXY_SL259931_NODE_18_length_44174_cov_13.291	65	39	6	44174	74
haib17DB4959_H3MGVCCXY_SL259934_NODE_23_length_44315_cov_23.9944	64	39	6	44315	74
haib17DB4959_H3MGVCCXY_SL259939_NODE_129_length_21549_cov_27.5557	34	18	3	21549	74
haib17DB4959_H3MGVCCXY_SL259940_NODE_43_length_44270_cov_19.2559	64	39	6	44270	74
haib17DB4959_H3MGVCCXY_SL259943_NODE_22_length_44305_cov_16.1797	65	39	6	44305	74
haib17DB4959_H3MGVCCXY_SL259945_NODE_2_length_44299_cov_10.3444	65	40	6	44299	74
haib17DB4959_H3MGVCCXY_SL259947_NODE_8_length_44270_cov_17.3185	65	39	6	44270	74
haib17DB4959_H3MGVCCXY_SL259949_NODE_140_length_19438_cov_21.6199	29	16	2	19438	74
haib17DB4959_H3MGVCCXY_SL259951_NODE_8_length_18963_cov_7.86207	28	13	3	18963	74
haib17DB4959_H3MGVCCXY_SL259956_NODE_5_length_26982_cov_10.7205	43	22	3	26982	74
haib17DB4959_H3MGVCCXY_SL259957_NODE_12_length_44293_cov_19.6557	64	39	6	44293	74
haib17DB4959_H3MGVCCXY_SL259958_NODE_3_length_44270_cov_14.7209	65	39	6	44270	74
haib17DB4959_H3MGVCCXY_SL259959_NODE_7_length_44310_cov_14.3472	65	39	6	44310	74
haib17DB4959_H3MGVCCXY_SL259961_NODE_46_length_44294_cov_19.9623	64	39	6	44294	74
haib17DB4959_H3MGVCCXY_SL259969_NODE_20_length_44294_cov_15.7065	64	39	6	44294	74
haib17DB4959_HMGW3CCXY_SL342465_NODE_25_length_17964_cov_10.2369	26	13	2	17964	74
haib17DB4959_HMGW3CCXY_SL342488_NODE_3_length_21952_cov_9.68384	34	17	3	21952	74
haib18CEM5453_HMC2KCCXY_SL336606_NODE_34_length_23794_cov_8.37672	35	20	2	23794	74
haib18CEM5453_HMC2KCCXY_SL336753_NODE_58_length_16857_cov_11.2197	26	9	2	16857	74
haib18CEM5453_HMC2KCCXY_SL336757_NODE_3_length_26326_cov_10.3881	34	26	1	26326	74
haib18CEM5453_HMC2KCCXY_SL336761_NODE_59_length_21709_cov_9.1548	33	16	3	21709	74
haib18CEM5453_HMGW3CCXY_SL342308_NODE_29_length_24825_cov_8.23476	33	24	1	24825	74
haib18CEM5453_HNHKFCCXY_SL345453_NODE_14_length_44243_cov_9.41758	67	39	6	44243	74
haib18CEM5453_HNHKFCCXY_SL345501_NODE_130_length_16012_cov_8.9921	24	8	2	16012	74
haib18CEM5453_HNHKFCCXY_SL345503_NODE_28_length_26557_cov_9.40178	36	26	1	26557	74
haib18CEM5453_HNHKFCCXY_SL345504_NODE_15_length_44270_cov_13.9964	67	39	6	44270	74
haib18CEM5453_HNHKFCCXY_SL345511_NODE_2_length_53235_cov_9.82027	82	45	8	53235	74
haib18CEM5453_HNHKFCCXY_SL345565_NODE_26_length_22231_cov_8.12297	33	18	2	22231	74
haib18CEM5453_HT5YVCCXY_SL357469_NODE_1_length_24759_cov_9.73915	35	22	2	24759	74
haib17CEM5106_HCVMTCCXY_SL269607_NODE_266_length_30161_cov_68.9679	20	12	4	30161	75
haib17CEM5106_HCVMTCCXY_SL269618_NODE_173_length_23931_cov_7.53032	17	11	2	23931	75
haib17CEM5106_HCVMTCCXY_SL269619_NODE_36_length_29953_cov_14.2411	20	12	4	29953	75
haib17CEM5106_HCY5HCCXY_SL270986_NODE_275_length_30257_cov_54.4748	20	12	4	30257	75
haib17CEM5106_HCY5HCCXY_SL270997_NODE_202_length_21171_cov_8.47845	14	10	2	21171	75
haib17CEM5106_HCY5HCCXY_SL270998_NODE_7_length_29170_cov_8.6396	20	12	4	29170	75
haib17CEM5106_HCY5JCCXY_SL269607_NODE_261_length_30295_cov_130.24	20	12	4	30295	75
haib17CEM5106_HCY5JCCXY_SL269618_NODE_141_length_30243_cov_12.2367	20	12	4	30243	75
haib17CEM5106_HCY5JCCXY_SL269619_NODE_59_length_30151_cov_25.8525	20	12	4	30151	75
haib17KIU4866_H7HJMCCXY_SL272824_NODE_1483_length_7146_cov_4.4211	5	4	0	7146	75
haib17CEM4890_H2NYMCCXY_SL254862_NODE_109_length_5330_cov_7.429	7	3	0	5330	76
haib17CEM4890_H2NYMCCXY_SL254862_NODE_19_length_21703_cov_9.18468	31	10	7	21703	76
haib17CEM5106_HCCGHCCXY_SL270476_NODE_2_length_27010_cov_6.55778	21	9	3	27010	76
haib18CEM5453_HMC2KCCXY_SL336563_NODE_1003_length_6851_cov_10.3942	10	3	0	6851	77
haib18CEM5453_HMC2KCCXY_SL336564_NODE_404_length_13156_cov_10.6273	17	6	0	13156	77
haib18CEM5453_HMC2KCCXY_SL336570_NODE_439_length_5920_cov_5.21364	8	3	0	5920	77
haib18CEM5453_HMC2KCCXY_SL336579_NODE_234_length_16874_cov_8.06861	29	8	1	16874	77
haib18CEM5453_HMC2KCCXY_SL336688_NODE_474_length_5464_cov_8.76225	9	3	0	5464	77
haib18CEM5453_HMC2KCCXY_SL336692_NODE_119_length_26071_cov_19.1015	39	11	2	26071	77
haib18CEM5453_HMC2KCCXY_SL336693_NODE_95_length_16908_cov_22.145	20	9	0	16908	77
haib18CEM5453_HMC2KCCXY_SL336694_NODE_153_length_20192_cov_47.6088	26	10	0	20192	77
haib18CEM5453_HMC2KCCXY_SL336695_NODE_167_length_19072_cov_13.5423	25	8	0	19072	77
haib18CEM5453_HMC2KCCXY_SL336697_NODE_336_length_13135_cov_33.9642	17	6	0	13135	77
haib18CEM5453_HMC2KCCXY_SL336698_NODE_319_length_8443_cov_20.5364	10	5	0	8443	77
haib18CEM5453_HMC2KCCXY_SL336699_NODE_376_length_12906_cov_42.2622	17	7	0	12906	77
haib18CEM5453_HMC2KCCXY_SL336700_NODE_236_length_10479_cov_18.4545	14	5	0	10479	77
haib18CEM5453_HMC2KCCXY_SL336701_NODE_319_length_12782_cov_30.5005	17	6	0	12782	77
haib18CEM5453_HMC2KCCXY_SL336715_NODE_190_length_15323_cov_27.5486	21	7	0	15323	77
haib18CEM5453_HMC2KCCXY_SL336716_NODE_73_length_10989_cov_13.6585	14	6	0	10989	77
haib18CEM5453_HMC2KCCXY_SL336717_NODE_85_length_6890_cov_6.89905	10	3	0	6890	77
haib18CEM5453_HMC2KCCXY_SL336743_NODE_62_length_41715_cov_13.6597	64	15	7	41715	77
haib18CEM5453_HMC2KCCXY_SL336754_NODE_166_length_14686_cov_10.1126	19	7	0	14686	77
haib18CEM5453_HMC2KCCXY_SL336755_NODE_147_length_17282_cov_11.0096	23	8	0	17282	77
haib18CEM5453_HMC2KCCXY_SL336764_NODE_568_length_8532_cov_30.97	11	4	0	8532	77
haib18CEM5453_HMC2KCCXY_SL336764_NODE_883_length_5757_cov_35.9519	6	4	0	5757	77
haib18CEM5453_HMC2KCCXY_SL336765_NODE_138_length_5308_cov_7.90691	6	3	0	5308	77
haib18CEM5453_HMC2KCCXY_SL336772_NODE_568_length_9823_cov_9.79679	14	6	0	9823	77
haib18CEM5453_HMC2KCCXY_SL336773_NODE_244_length_15167_cov_9.08404	22	7	0	15167	77
haib18CEM5453_HMC2KCCXY_SL336774_NODE_64_length_18218_cov_15.2653	31	8	2	18218	77
haib18CEM5453_HMC2KCCXY_SL336780_NODE_570_length_9480_cov_12.7355	13	5	0	9480	77
haib18CEM5453_HMC2KCCXY_SL336780_NODE_861_length_6268_cov_14.1706	7	3	0	6268	77
haib18CEM5453_HMC2KCCXY_SL336781_NODE_138_length_6360_cov_10.9532	9	3	0	6360	77
haib18CEM5453_HMC2KCCXY_SL336783_NODE_397_length_9759_cov_8.71177	13	4	0	9759	77
haib17CEM4890_H2NYMCCXY_SL254771_NODE_1987_length_9747_cov_99.9457	7	6	1	9747	79
haib17CEM4890_H2NYMCCXY_SL254771_NODE_2823_length_7195_cov_107.001	11	10	0	7195	79
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2187_length_15000_cov_132.988	15	14	1	15000	79
haib17CEM4890_H2NYMCCXY_SL254793_NODE_1737_length_11244_cov_18.4437	15	13	1	11244	79
haib17CEM4890_H2NYMCCXY_SL254806_NODE_4376_length_8256_cov_6.35703	11	11	0	8256	79
haib17CEM4890_H2NYMCCXY_SL254807_NODE_1309_length_13365_cov_22.4359	15	15	0	13365	79
haib17CEM4890_H2NYMCCXY_SL254818_NODE_700_length_31155_cov_258.155	27	26	1	31155	79
haib17CEM4890_H2NYMCCXY_SL254854_NODE_690_length_22019_cov_14.1578	25	22	1	22019	79
haib17CEM4890_H75CGCCXY_SL263675_NODE_252_length_32322_cov_11.5044	35	28	3	32322	79
haib17KIU4866_H7HJMCCXY_SL272753_NODE_1249_length_6092_cov_4.06145	9	9	0	6092	79
haib17KIU4866_H7HJMCCXY_SL272788_NODE_313_length_16099_cov_15.9495	22	17	1	16099	79
haib17CEM4890_H2NYMCCXY_SL254806_NODE_815_length_25441_cov_269.829	21	16	4	25441	80
haib17CEM4890_H2NYMCCXY_SL254830_NODE_1719_length_13986_cov_10.0621	17	11	2	13986	80
